customer_id,age,annual_income_usd,months_since_signup,avg_session_length_min,pages_per_session,web_time_sec,app_time_sec,store_visits_30d,purchases_30d,returns_30d,cart_abandon_rate_pct,loyalty_score,signup_days_ago,preferred_channel,device_os,country,day_of_week,is_holiday_season,segment
4459,57,18875.0,60,21.0,8,101.0,358,1,1,0,,43.4,1807,web,iOS,DE,Tue,0,budget
4460,46,57679.0,31,11.1,6,277.0,112,1,3,0,68.9,39.8,954,store,iOS,US,Tue,0,budget
4461,36,19212.0,69,31.3,9,82.0,216,1,1,0,61.9,95.9,2088,web,iOS,DE,Tue,1,budget
4462,67,29462.0,83,16.7,8,121.0,46,1,2,0,76.2,100.0,2514,app,iOS,TR,Sun,0,budget
4463,69,62245.0,102,13.8,6,226.0,304,0,1,0,24.4,50.6,3081,web,Desktop,TR,Sat,1,budget
4464,22,26547.0,44,17.1,3,171.0,46,2,6,1,67.2,70.4,1321,,iOS,DE,Wed,1,budget
4465,72,43581.0,88,11.6,9,350.0,272,1,3,0,96.1,84.7,2665,app,Android,IN,Fri,0,budget
4466,53,80416.0,38,12.5,7,214.0,71,2,4,0,40.0,100.0,1141,,iOS,US,Fri,0,loyal
4467,67,45508.0,83,23.4,16,98.0,22,0,2,0,51.6,69.7,2495,store,Android,TR,Mon,0,budget
4468,25,35033.0,94,7.4,1,446.0,132,1,2,0,59.6,69.5,2820,store,Android,US,Tue,1,budget
4469,33,25259.0,38,8.3,7,219.0,226,3,4,0,17.6,0.0,1146,,Desktop,TR,Sun,0,budget
4470,53,49010.0,13,15.8,7,121.0,142,3,3,0,55.6,42.3,396,mixed,iOS,TR,Thu,1,budget
4471,75,16507.0,42,24.1,7,163.0,215,1,3,0,56.6,40.1,1279,web,iOS,DE,Wed,0,budget
4472,19,54558.0,111,,4,279.0,164,3,6,0,73.5,42.4,3351,web,iOS,DE,Mon,0,budget
4473,42,16037.0,116,25.7,7,129.0,176,1,2,1,50.4,58.5,3484,web,Desktop,TR,Wed,0,budget
4474,36,29589.0,52,11.9,10,338.0,191,2,4,0,46.9,72.5,1561,web,Desktop,TR,Fri,0,budget
4475,38,26781.0,20,49.1,8,708.0,131,0,3,0,44.9,12.6,619,web,Android,TR,Thu,0,budget
4476,64,40410.0,60,30.2,5,193.0,18,0,0,0,48.8,10.4,1824,web,Android,IN,Tue,0,budget
4477,50,61967.0,99,33.7,5,443.0,120,1,2,0,,48.9,2986,,iOS,IN,Sat,1,budget
4478,36,19258.0,72,19.8,10,138.0,245,1,3,0,33.9,45.1,2161,web,Desktop,TR,Sat,0,budget
4479,51,34131.0,14,25.0,9,222.0,104,0,2,1,58.6,74.8,445,app,Desktop,IN,Mon,1,budget
4480,49,80632.0,25,25.7,5,39.0,233,3,3,0,14.3,49.3,752,web,Desktop,US,Sat,0,budget
4481,60,69227.0,60,,12,113.0,199,1,2,0,60.4,39.7,1810,web,Android,TR,Fri,1,budget
4482,71,89716.0,23,10.9,5,138.0,171,1,6,1,46.1,53.7,698,web,Android,TR,Tue,0,budget
4483,53,53349.0,95,34.4,6,302.0,81,2,5,0,0.0,69.5,2873,app,Android,US,Sun,0,loyal
4484,44,36056.0,102,27.1,7,820.0,141,0,0,0,44.3,67.6,3075,mixed,iOS,BR,Sun,0,budget
4485,32,50189.0,44,15.5,10,203.0,128,1,2,0,50.9,91.0,1346,store,iOS,US,Wed,1,budget
4486,62,26413.0,95,16.1,1,264.0,166,0,0,0,25.4,79.6,2875,,iOS,TR,Wed,0,budget
4487,55,85793.0,43,30.7,5,131.0,106,0,1,0,72.0,60.4,1310,web,Android,DE,Fri,1,budget
4488,32,29500.0,80,26.9,11,142.0,879,1,2,0,0.0,60.4,2417,,iOS,IN,Tue,0,budget
4489,19,31110.0,29,34.3,12,21.0,119,3,4,0,67.8,67.3,878,app,Android,IN,Mon,0,budget
4490,32,20860.0,49,15.4,4,286.0,236,0,3,0,39.0,20.9,1483,web,Android,TR,Sun,0,budget
4491,55,120900.0,37,16.3,3,509.0,76,2,3,0,67.7,53.9,1110,app,,IN,Wed,0,budget
4492,73,23218.0,81,21.9,8,323.0,123,0,1,0,0.0,50.1,2456,app,Android,IN,Sat,0,budget
4493,69,49943.0,44,8.5,5,334.0,215,1,1,0,68.5,46.9,1337,app,Android,IN,Sat,0,budget
4494,37,47204.0,74,23.3,4,,19,1,1,0,30.2,70.5,2237,app,,US,Mon,0,budget
4495,21,124422.0,92,8.3,1,142.0,303,0,0,0,0.0,19.1,2778,store,Android,BR,Sun,0,budget
4496,68,24543.0,118,24.6,5,234.0,422,1,3,0,,70.2,3548,app,Android,US,Mon,1,budget
4497,38,46992.0,29,3.5,8,64.0,118,0,0,0,28.8,58.3,895,mixed,Android,TR,Sat,0,budget
4498,49,24781.0,67,25.3,2,381.0,60,0,2,0,68.4,41.3,2035,app,Android,DE,Mon,1,budget
4499,40,28988.0,6,21.2,5,168.0,236,0,2,0,18.0,37.2,187,store,Android,US,Fri,0,budget
4500,30,58682.0,12,23.8,10,89.0,151,1,3,0,30.7,30.4,367,web,Desktop,TR,Fri,0,budget
4501,28,46912.0,37,15.3,8,780.0,327,1,2,0,38.8,67.0,1135,app,Android,TR,Fri,0,budget
4502,28,62106.0,9,,7,183.0,300,0,0,0,66.1,51.8,279,store,Android,US,Thu,1,budget
4503,51,87413.0,42,9.9,10,396.0,39,1,3,0,74.6,78.3,1272,web,Desktop,IN,Mon,1,budget
4504,50,16075.0,92,4.0,5,197.0,70,0,3,0,50.6,60.3,2765,mixed,Android,IN,Mon,0,budget
4505,61,84468.0,59,14.1,2,103.0,40,1,2,0,46.9,41.3,1793,web,Android,DE,Thu,0,budget
4506,40,79395.0,82,22.1,7,305.0,623,1,2,0,31.9,17.6,2487,,Android,BR,Wed,0,budget
4507,57,18402.0,111,20.2,7,,37,1,3,0,60.8,23.6,3335,web,Android,TR,Sat,0,budget
4508,47,68540.0,7,19.0,1,120.0,98,2,2,0,63.9,96.1,237,web,Desktop,BR,Thu,1,budget
4509,22,21288.0,79,2.5,6,45.0,34,0,1,0,46.3,56.1,2380,,Android,IN,Sat,0,budget
4510,31,36320.0,9,,13,153.0,83,1,6,3,53.4,7.3,276,web,Desktop,IN,Mon,0,budget
4511,65,33191.0,45,2.7,5,217.0,198,0,0,0,,76.0,1354,,Android,TR,Thu,0,budget
4512,31,64311.0,95,12.3,4,204.0,189,1,1,0,42.3,100.0,2850,,iOS,US,Mon,0,loyal
4513,36,51182.0,32,26.9,7,15.0,150,1,3,1,,4.3,964,web,,TR,Sat,0,budget
4514,71,46356.0,56,13.1,6,290.0,273,1,2,0,89.5,6.9,1688,web,iOS,TR,Sat,0,budget
4515,64,42224.0,102,,7,65.0,212,0,1,0,51.2,81.0,3071,store,iOS,TR,Wed,0,budget
4516,30,16685.0,86,26.5,9,436.0,259,1,3,0,91.6,66.6,2589,app,iOS,US,Sat,0,budget
4517,34,39210.0,113,13.9,5,61.0,69,0,0,0,52.0,76.6,3394,app,Android,DE,Fri,0,budget
4518,42,20928.0,27,15.8,11,108.0,89,1,3,0,24.9,9.2,836,mixed,Android,US,Sun,0,budget
4519,56,21800.0,99,15.4,5,125.0,76,0,2,0,11.0,73.0,2975,app,iOS,BR,Sun,0,budget
4520,63,44301.0,20,1.0,7,93.0,20,0,0,0,54.5,25.9,601,web,Android,IN,Thu,0,budget
4521,21,21853.0,69,13.2,13,511.0,110,3,4,0,81.7,90.6,2093,web,Android,IN,Thu,0,budget
4522,41,53259.0,20,17.0,3,274.0,146,2,3,0,60.3,40.7,625,,Desktop,US,Sat,0,budget
4523,41,32265.0,5,17.5,6,86.0,177,0,4,0,39.8,54.2,150,app,iOS,TR,Mon,0,budget
4524,38,43664.0,76,1.0,6,489.0,37,1,2,0,48.3,80.2,2305,mixed,Android,TR,Sun,0,budget
4525,71,18879.0,88,4.0,7,61.0,25,0,0,0,44.6,79.8,2666,mixed,Android,IN,Thu,0,budget
4526,64,34968.0,72,1.0,8,,210,0,1,0,2.7,100.0,2184,mixed,iOS,IN,Fri,0,budget
4527,73,41074.0,15,,6,279.0,140,1,3,0,60.9,44.8,477,mixed,Desktop,US,Sun,0,budget
4528,38,44245.0,112,20.0,6,78.0,85,4,4,0,,49.9,3377,web,Desktop,IN,Fri,0,budget
4529,38,28964.0,91,,6,178.0,293,1,5,0,39.5,30.0,2750,web,Android,DE,Tue,0,budget
4530,55,21004.0,100,,7,342.0,160,0,3,1,27.8,80.4,3007,mixed,Android,BR,Thu,1,budget
4531,67,24817.0,18,22.5,8,164.0,610,1,3,1,42.3,88.8,554,app,iOS,US,Thu,0,budget
4532,72,49116.0,23,21.3,2,96.0,97,0,1,0,,40.7,702,web,Android,US,Sun,0,budget
4533,55,44711.0,40,12.4,10,269.0,409,0,4,1,59.2,17.8,1209,web,Android,TR,Wed,0,budget
4534,21,17896.0,115,6.2,7,360.0,25,0,1,0,23.9,83.2,3472,app,Android,US,Sun,0,budget
4535,67,66798.0,115,11.9,3,419.0,363,0,1,0,100.0,34.2,3450,app,Android,US,Mon,0,budget
4536,40,15696.0,88,46.1,8,275.0,88,2,5,1,36.6,67.1,2653,store,Android,BR,Wed,0,budget
4537,22,33702.0,22,17.9,7,284.0,767,0,0,0,62.3,24.7,675,web,Desktop,IN,Sun,0,budget
4538,72,27271.0,38,31.6,4,199.0,20,0,1,0,50.7,75.1,1148,web,Android,TR,Thu,0,budget
4539,56,20256.0,17,14.6,6,162.0,113,0,2,0,69.7,98.0,513,web,iOS,US,Tue,0,budget
4540,36,52785.0,107,1.0,9,34.0,238,1,1,0,40.6,43.1,3226,app,Android,TR,Thu,0,budget
4541,40,57689.0,57,28.5,1,124.0,76,1,2,0,65.3,56.1,1727,app,Android,DE,Wed,0,budget
4542,55,25266.0,13,1.0,7,389.0,115,1,3,0,21.3,19.1,408,web,Android,BR,Fri,0,budget
4543,39,19763.0,35,20.2,8,443.0,310,1,3,0,25.3,70.9,1066,store,iOS,TR,Wed,0,budget
4544,61,12805.0,51,1.0,7,232.0,33,2,1,0,45.1,68.6,1538,store,,DE,Sat,0,budget
4545,39,34177.0,45,1.0,11,534.0,102,0,3,0,,39.7,1363,app,Desktop,US,Sun,0,budget
4546,20,51551.0,51,16.3,7,36.0,264,3,3,0,52.0,82.9,1548,web,Desktop,US,Mon,0,budget
4547,75,45249.0,107,20.3,11,120.0,62,0,0,0,65.6,59.9,3229,web,Desktop,US,Sat,0,budget
4548,71,31668.0,108,24.3,5,270.0,180,2,2,0,32.6,52.7,3250,web,iOS,IN,Thu,0,budget
4549,72,54227.0,99,19.8,6,531.0,334,0,8,0,16.4,64.8,2989,app,iOS,DE,Wed,0,loyal
4550,18,23655.0,39,15.5,8,385.0,232,0,3,0,42.7,23.7,1173,store,Android,TR,Fri,0,budget
4551,36,36191.0,25,6.1,9,111.0,133,0,1,0,82.6,28.5,773,web,Android,BR,Mon,0,budget
4552,42,31152.0,117,,7,249.0,60,0,2,0,20.1,57.4,3518,app,Android,US,Wed,0,budget
4553,43,26932.0,109,14.8,1,236.0,164,0,2,0,66.2,58.3,3275,web,Android,DE,Tue,0,budget
4554,57,100885.0,102,18.8,9,285.0,153,0,2,1,62.9,59.5,3060,app,Desktop,IN,Fri,0,budget
4555,33,38379.0,57,,12,308.0,95,2,1,0,61.6,47.7,1734,app,Desktop,TR,Thu,0,budget
4556,21,41809.0,37,,14,269.0,358,0,3,0,49.8,43.4,1136,web,iOS,US,Tue,0,budget
4557,50,41133.0,13,15.8,9,340.0,271,0,3,0,59.0,74.3,410,web,Android,US,Fri,0,budget
4558,50,104909.0,65,11.4,7,440.0,146,1,4,0,31.1,47.6,1974,web,Android,TR,Wed,0,budget
4559,50,11153.0,119,13.7,10,591.0,267,0,4,0,35.9,58.8,3589,web,iOS,TR,Tue,0,budget
4560,40,20106.0,71,20.9,4,,241,2,3,0,37.4,58.0,2131,app,iOS,US,Sat,1,budget
4561,44,36881.0,5,14.2,11,308.0,368,3,3,1,29.0,45.0,160,web,iOS,US,Wed,0,budget
4562,30,65908.0,2,3.5,9,173.0,64,1,1,0,,55.1,88,app,Android,US,Sat,1,budget
4563,34,33046.0,105,9.5,9,123.0,89,1,3,1,50.1,8.9,3163,app,Android,TR,Mon,0,budget
4564,54,33075.0,5,16.2,7,487.0,330,1,2,1,39.1,100.0,161,app,Android,BR,Wed,0,budget
4565,36,52622.0,83,19.9,12,53.0,220,0,3,0,19.0,54.8,2517,app,iOS,DE,Tue,0,budget
4566,43,28802.0,38,14.9,7,272.0,191,0,2,0,27.1,20.2,1164,store,Android,TR,Fri,0,budget
4567,43,24069.0,72,17.4,5,142.0,21,0,1,0,53.8,71.9,2179,app,Android,BR,Sat,0,budget
4568,44,22495.0,43,,9,107.0,168,1,2,0,68.1,52.0,1297,web,Android,IN,Sat,0,budget
4569,51,28847.0,62,22.2,2,343.0,207,0,3,1,9.9,87.6,1874,web,Android,US,Mon,0,loyal
4570,64,30833.0,112,16.0,7,193.0,220,0,4,0,44.3,73.9,3365,web,iOS,DE,Thu,1,loyal
4571,28,28455.0,20,16.8,11,537.0,275,2,2,0,30.9,32.3,603,mixed,Android,BR,Fri,0,budget
4572,75,96555.0,113,9.4,2,187.0,204,0,0,0,59.4,60.5,3408,mixed,Android,IN,Thu,0,budget
4573,22,24594.0,75,16.1,5,227.0,216,2,3,1,21.6,92.1,2274,web,Desktop,TR,Fri,0,budget
4574,35,91995.0,30,21.6,8,79.0,120,2,3,0,,93.5,905,app,Desktop,IN,Fri,0,budget
4575,71,22387.0,57,7.8,4,160.0,70,2,5,0,37.0,17.2,1711,web,Desktop,TR,Sat,0,budget
4576,50,23050.0,63,10.4,8,230.0,114,0,2,0,46.0,78.5,1905,web,Desktop,TR,Wed,0,budget
4577,21,32459.0,90,34.5,9,206.0,348,1,4,0,44.3,54.4,2720,store,iOS,TR,Mon,0,budget
4578,18,18261.0,38,10.6,9,134.0,163,0,3,0,81.3,59.1,1151,web,Android,DE,Sun,1,budget
4579,68,65667.0,99,,8,44.0,236,1,5,0,48.7,55.1,2983,app,iOS,BR,Fri,0,budget
4580,38,14822.0,81,25.0,5,67.0,104,0,4,0,91.6,19.6,2440,app,Android,US,Thu,0,budget
4581,62,21215.0,112,15.5,9,14.0,230,1,4,0,78.1,33.6,3377,app,iOS,US,Wed,0,budget
4582,25,42443.0,108,,7,362.0,379,0,2,0,64.8,61.1,3247,web,Android,US,Thu,0,budget
4583,54,27411.0,14,20.9,6,96.0,69,0,1,0,,20.6,449,mixed,Android,DE,Mon,0,budget
4584,50,34824.0,61,13.3,8,225.0,329,0,5,1,72.0,32.5,1848,app,iOS,TR,Wed,0,budget
4585,30,68696.0,82,28.7,8,284.0,81,4,3,0,63.8,99.9,2481,app,Android,US,Wed,0,loyal
4586,30,17042.0,7,,4,63.0,47,1,2,0,43.4,13.4,227,,Android,US,Thu,0,budget
4587,31,52406.0,72,28.7,14,,11,3,2,0,44.2,55.7,2183,web,iOS,TR,Mon,0,budget
4588,60,48310.0,11,17.9,6,112.0,175,0,3,1,,26.4,344,web,Android,TR,Tue,0,budget
4589,48,24340.0,86,10.9,9,549.0,289,0,5,0,53.2,45.8,2597,web,Android,US,Sun,0,budget
4590,74,39502.0,118,1.0,7,160.0,158,0,0,0,95.5,63.5,3546,mixed,Desktop,IN,Wed,0,budget
4591,32,89548.0,65,6.2,4,218.0,27,1,2,0,0.0,0.0,1957,web,Android,TR,Wed,0,budget
4592,71,51870.0,42,36.1,8,40.0,137,1,2,1,0.0,29.1,1283,web,iOS,DE,Mon,0,budget
4593,20,43787.0,18,6.4,11,141.0,147,0,3,0,13.4,46.5,566,web,Android,TR,Thu,0,budget
4594,37,25973.0,44,11.1,4,225.0,126,1,1,0,0.0,46.9,1325,store,Android,DE,Fri,0,budget
4595,56,34136.0,41,17.7,8,179.0,227,0,2,0,50.1,42.0,1238,,iOS,TR,Sun,0,budget
4596,49,11837.0,103,1.0,5,269.0,176,1,1,0,48.3,48.8,3100,web,Desktop,US,Wed,1,budget
4597,72,52417.0,54,,1,160.0,196,0,1,0,47.0,42.3,1624,mixed,Desktop,TR,Tue,1,budget
4598,71,30171.0,61,17.2,14,340.0,121,3,3,0,37.4,85.9,1839,mixed,Desktop,US,Mon,0,budget
4599,54,15589.0,8,17.6,5,274.0,217,1,1,0,38.0,47.5,247,web,Desktop,IN,Wed,0,budget
4600,28,33252.0,71,21.1,5,132.0,283,0,2,0,66.4,34.3,2140,store,iOS,DE,Mon,0,budget
4601,75,44605.0,4,23.6,6,121.0,293,0,2,0,4.1,86.6,121,web,Android,TR,Thu,0,budget
4602,57,33957.0,64,27.7,10,587.0,31,1,2,0,29.2,48.7,1937,store,Android,IN,Fri,1,budget
4603,54,36511.0,94,7.4,8,479.0,40,1,3,0,54.3,49.8,2828,app,iOS,TR,Fri,0,budget
4604,26,33932.0,37,,6,242.0,82,1,3,0,59.2,90.4,1136,web,Android,DE,Tue,0,budget
4605,65,12998.0,24,16.4,5,67.0,90,1,4,0,30.2,17.8,727,web,Android,US,Tue,0,budget
4606,75,37420.0,81,20.9,6,103.0,196,0,2,0,45.1,47.0,2449,web,Android,TR,Sat,0,budget
4607,74,31219.0,28,18.2,5,154.0,48,0,3,0,84.9,42.0,840,web,,DE,Mon,0,budget
4608,58,76409.0,15,20.4,3,194.0,452,0,2,0,41.4,37.2,450,store,Android,TR,Mon,0,budget
4609,39,33050.0,26,10.5,7,165.0,195,0,1,0,48.0,13.4,781,web,iOS,IN,Mon,0,budget
4610,64,47236.0,103,24.5,10,318.0,302,1,5,1,68.9,58.4,3107,app,iOS,US,Fri,0,budget
4611,32,42327.0,9,24.4,10,155.0,78,0,6,1,47.5,38.8,279,web,Android,TR,Tue,0,budget
4612,61,40786.0,86,28.9,7,186.0,206,1,2,0,64.8,45.8,2584,web,Android,US,Mon,0,budget
4613,49,66701.0,88,25.9,9,173.0,357,1,3,1,21.8,56.0,2664,web,Android,IN,Wed,0,budget
4614,60,28972.0,52,6.4,2,35.0,145,0,1,0,61.3,10.8,1572,web,iOS,IN,Fri,0,budget
4615,48,28026.0,82,28.6,8,56.0,344,1,4,1,67.7,59.6,2487,store,Desktop,TR,Fri,0,budget
4616,25,22137.0,12,20.9,6,154.0,168,1,3,0,34.8,85.1,369,app,Android,US,Tue,1,budget
4617,72,41821.0,99,20.0,5,193.0,33,1,1,0,30.3,71.2,2973,web,Android,IN,Sat,1,budget
4618,67,16162.0,79,42.4,10,187.0,149,0,2,0,44.3,35.5,2387,app,Desktop,US,Fri,0,budget
4619,39,67051.0,16,36.1,9,203.0,238,2,5,0,76.5,71.3,492,app,Desktop,IN,Wed,0,budget
4620,62,26470.0,78,10.0,8,292.0,320,0,3,0,79.1,47.1,2349,app,Android,TR,Mon,0,budget
4621,22,35503.0,5,25.8,8,162.0,23,0,3,0,65.3,95.3,162,web,Android,US,Thu,0,budget
4622,62,44489.0,103,29.5,8,520.0,248,2,3,0,27.8,75.9,3094,web,Android,US,Thu,1,loyal
4623,59,25834.0,96,15.9,6,235.0,66,3,2,0,53.5,46.7,2895,web,Android,IN,Tue,0,budget
4624,75,58596.0,85,15.6,9,128.0,85,1,5,0,80.8,82.1,2577,,Android,TR,Thu,0,loyal
4625,30,41393.0,63,13.2,7,293.0,325,3,6,1,63.2,19.3,1895,app,Android,IN,Thu,1,budget
4626,32,37423.0,48,21.8,4,102.0,115,2,2,0,32.5,23.4,1453,,iOS,BR,Sun,0,budget
4627,72,34969.0,74,17.6,8,197.0,210,3,4,1,34.2,49.8,2221,mixed,Android,DE,Fri,0,budget
4628,35,38508.0,82,,4,390.0,116,1,3,1,12.6,46.5,2481,web,Android,TR,Tue,1,budget
4629,35,14965.0,110,26.7,3,,228,2,5,0,63.5,66.0,3321,web,iOS,DE,Tue,0,budget
4630,49,85197.0,94,26.4,7,467.0,178,1,6,0,19.2,70.2,2840,app,iOS,US,Wed,1,loyal
4631,27,44519.0,98,12.5,5,149.0,116,1,2,0,94.2,34.8,2961,store,Android,IN,Sun,0,budget
4632,47,33822.0,72,24.7,8,,175,2,1,0,46.3,20.7,2166,app,Desktop,TR,Wed,0,budget
4633,41,41861.0,117,18.3,7,354.0,445,3,3,0,46.9,63.7,3538,app,Android,US,Sat,1,budget
4634,22,39782.0,103,27.0,11,430.0,60,0,1,0,69.9,40.9,3098,mixed,Android,TR,Fri,0,budget
4635,18,46049.0,46,17.4,11,33.0,209,0,2,1,34.8,16.2,1406,web,Android,IN,Sat,0,budget
4636,24,20585.0,11,16.2,11,270.0,140,2,2,0,76.3,25.4,356,store,Android,TR,Fri,0,budget
4637,67,51778.0,104,16.9,8,111.0,124,1,3,0,63.4,49.6,3127,app,Android,TR,Tue,1,budget
4638,74,24313.0,14,9.4,11,,15,0,2,0,15.8,55.1,444,app,Android,DE,Sat,0,budget
4639,57,25430.0,35,26.9,3,,141,2,1,0,56.5,69.7,1073,app,Android,TR,Fri,0,budget
4640,21,18970.0,103,2.4,9,,551,0,2,0,40.0,61.4,3094,app,Desktop,IN,Mon,0,budget
4641,71,72294.0,36,22.8,5,607.0,224,1,3,0,42.8,88.6,1085,web,iOS,DE,Thu,0,loyal
4642,71,34342.0,108,11.1,3,20.0,36,0,1,0,57.5,36.7,3244,web,Desktop,US,Sun,0,budget
4643,26,43473.0,78,22.1,7,610.0,119,2,3,0,43.6,55.6,2367,web,Desktop,TR,Tue,0,budget
4644,20,11579.0,24,14.1,6,158.0,125,0,0,0,48.3,77.2,745,store,,US,Fri,0,budget
4645,38,29045.0,75,6.1,4,231.0,87,0,1,0,60.2,70.3,2273,web,Android,IN,Thu,0,budget
4646,55,43975.0,111,27.7,13,478.0,176,0,1,0,30.8,100.0,3334,app,Android,IN,Tue,0,budget
4647,18,33598.0,69,6.5,6,534.0,26,1,4,0,20.2,98.4,2076,mixed,Desktop,DE,Sun,1,loyal
4648,28,33553.0,53,5.8,6,224.0,187,1,1,0,,53.1,1613,web,Android,TR,Sun,0,budget
4649,39,34353.0,92,1.0,1,47.0,43,1,2,0,,59.0,2776,,iOS,TR,Fri,0,budget
4650,67,25678.0,2,6.5,6,12.0,238,0,3,0,61.1,17.4,79,web,iOS,US,Sun,1,budget
4651,30,38512.0,108,32.8,7,701.0,550,1,2,0,78.6,53.7,3267,web,Android,US,Tue,0,budget
4652,54,66812.0,6,14.4,10,329.0,52,0,2,0,61.8,44.4,184,web,iOS,TR,Thu,1,budget
4653,38,39244.0,46,15.6,7,120.0,19,0,1,0,37.6,53.8,1397,mixed,Android,IN,Sat,1,budget
4654,68,26918.0,82,20.3,2,319.0,48,1,3,0,80.7,50.3,2460,web,Desktop,DE,Fri,0,budget
4655,74,25422.0,85,21.8,6,128.0,328,0,0,0,22.4,41.7,2573,app,Android,TR,Sat,1,budget
4656,23,46211.0,81,30.3,2,454.0,362,1,3,0,43.8,66.8,2440,app,Desktop,TR,Tue,1,budget
4657,48,24397.0,86,1.0,5,216.0,132,3,1,0,38.7,33.9,2580,store,Android,US,Thu,0,budget
4658,59,77900.0,37,3.5,9,304.0,103,0,0,0,7.9,0.0,1130,web,Android,US,Sun,0,budget
4659,42,20933.0,99,18.2,6,239.0,469,2,6,1,83.2,69.0,2974,app,iOS,BR,Sat,0,budget
4660,47,33776.0,34,36.2,6,183.0,127,0,1,0,70.5,59.1,1044,app,Android,TR,Sat,1,budget
4661,32,34068.0,40,25.2,9,45.0,548,0,0,0,61.7,58.6,1218,app,Android,BR,Thu,0,budget
4662,65,19683.0,106,17.4,5,214.0,337,1,3,0,25.6,30.7,3198,app,Android,BR,Tue,0,budget
4663,63,55639.0,29,13.0,14,229.0,255,0,1,0,42.9,61.5,899,app,iOS,BR,Thu,0,budget
4664,41,28586.0,116,14.0,10,211.0,46,1,2,0,21.4,64.7,3493,app,Android,TR,Tue,1,budget
4665,26,61406.0,87,16.0,4,94.0,221,0,0,0,35.6,76.5,2622,app,Android,IN,Tue,0,budget
4666,41,22152.0,100,10.5,8,538.0,130,4,3,0,,67.9,3021,web,Android,TR,Thu,1,budget
4667,42,20172.0,40,25.0,6,170.0,312,0,3,1,47.9,51.4,1223,web,iOS,IN,Tue,0,budget
4668,71,15820.0,29,7.5,8,55.0,177,0,1,0,56.1,82.6,892,store,Android,US,Wed,0,budget
4669,54,59699.0,82,19.6,5,157.0,42,1,2,0,76.2,12.1,2479,mixed,iOS,US,Tue,0,budget
4670,63,38876.0,69,26.4,9,332.0,380,1,4,0,57.6,100.0,2087,,Android,TR,Mon,0,loyal
4671,25,47570.0,2,7.8,7,328.0,85,1,5,1,42.1,86.9,85,mixed,iOS,DE,Mon,0,budget
4672,19,32830.0,38,18.9,10,37.0,58,2,3,0,60.7,38.8,1160,web,Android,TR,Sat,1,budget
4673,21,89566.0,97,12.7,11,51.0,115,1,3,0,41.4,100.0,2932,web,Android,IN,Mon,0,loyal
4674,53,23069.0,33,18.1,7,55.0,103,1,4,0,20.3,95.4,997,web,Desktop,BR,Thu,1,budget
4675,25,32783.0,109,3.0,8,99.0,121,1,2,0,48.6,89.2,3280,mixed,iOS,US,Mon,0,budget
4676,20,71364.0,42,12.9,11,368.0,91,1,1,0,70.1,47.4,1260,app,Android,BR,Fri,0,budget
4677,40,46046.0,88,18.8,7,434.0,72,1,3,0,68.0,59.4,2665,app,Desktop,US,Sun,1,budget
4678,47,37854.0,116,5.7,4,59.0,106,0,0,0,80.7,28.1,3502,web,Android,DE,Thu,0,budget
4679,49,42963.0,18,27.3,6,135.0,436,0,2,0,40.3,56.1,557,mixed,,TR,Fri,1,budget
4680,42,57037.0,69,11.2,9,98.0,97,0,1,0,59.9,15.2,2096,web,Desktop,IN,Sun,0,budget
4681,56,57300.0,16,13.4,1,222.0,174,1,4,1,,95.2,485,web,Android,US,Mon,1,loyal
4682,26,23519.0,102,6.9,8,87.0,98,0,2,0,75.3,17.1,3067,app,iOS,TR,Wed,0,budget
4683,65,47133.0,33,11.8,6,235.0,51,1,2,0,53.7,58.7,1017,web,iOS,DE,Thu,0,budget
4684,65,61600.0,56,22.2,5,431.0,86,1,1,0,42.0,38.9,1704,mixed,Android,US,Wed,0,budget
4685,53,162666.3074787168,90,,10,171.0,445,0,3,1,17.2,48.0,2703,web,Android,TR,Tue,0,budget
4686,44,41450.0,80,14.3,3,173.0,130,0,5,1,27.8,61.3,2417,store,iOS,IN,Mon,0,loyal
4687,64,27499.0,62,26.0,11,345.0,273,0,1,0,35.0,52.6,1888,web,,US,Tue,0,budget
4688,29,77089.0,29,6.8,9,158.0,198,1,3,1,23.1,45.1,873,app,iOS,TR,Tue,1,budget
4689,60,63006.0,55,12.9,3,501.0,403,1,4,1,0.0,52.0,1662,mixed,Android,DE,Mon,0,impulsive
4690,43,30281.0,76,20.6,7,106.0,124,1,5,1,45.8,33.8,2299,mixed,,TR,Wed,0,budget
4691,64,10164.0,72,28.4,9,67.0,444,2,3,0,52.3,100.0,2186,app,Android,US,Wed,0,budget
4692,70,32374.0,114,5.5,7,452.0,96,2,3,1,48.1,33.2,3427,web,Desktop,TR,Sun,0,budget
4693,22,12132.0,77,16.7,8,527.0,105,2,5,1,54.6,67.7,2338,app,iOS,TR,Sat,0,budget
4694,57,38698.0,89,19.1,7,107.0,222,0,2,0,29.5,78.0,2676,web,Desktop,TR,Sun,0,budget
4695,49,31546.0,102,,6,548.0,103,3,3,0,20.8,79.7,3086,store,Android,BR,Sun,0,loyal
4696,71,58842.0,20,,6,315.0,71,1,3,0,36.5,27.9,605,,Android,TR,Wed,0,budget
4697,55,20633.0,93,25.9,8,763.0,225,1,4,0,64.0,86.6,2790,web,Desktop,TR,Sat,0,budget
4698,64,28473.0,34,24.4,6,83.0,350,1,2,0,,48.5,1042,app,iOS,US,Thu,1,budget
